word,meaning,category
bar, 마디,csat
resound,울려 퍼지다,csat
shiver,전율,csat
spine,등골,csat
rational,합리적인,csat
hypothesis,가설 ,csat
crucial experiment,결정적 실험,csat
generalization,일반화,csat
innocent,순수한,csat
brilliant,훌륭한,csat
line of attack,대처 방안,csat
execution,실행,csat
formulate,정립하다,csat
keenly,빈틈없이,csat
obvious,분명한,csat
party,당,csat
nationalism,민족주의,csat
civil war,내전,csat
strife,싸움,csat
endeavour,노력하다; 노력,csat
instill,주입하다,csat
be on one’s guard against,~하지 않도록 경계하다,csat
at one’s face value,액면 그대로,csat
flatter,아첨하다,csat
prejudice,편견,csat
mob,군중,csat
virtue,덕목,csat
consist in,~에 있다,csat
readiness,기꺼이 하는 마음,csat
do justice to,~에게 공평하게 대하다,csat
controversy,논쟁,csat
inconvenient,불편한,csat
resentment,분노,csat
lend oneself to,~에 가담하다,csat
dishonest,부정한,csat
demonstrable,입증 가능한,csat
urgent,긴급한,csat
critical goal,중대 목표,csat
enabling goal,실행 목표,csat
in the absence of,~이 없을 경우[때],csat
spirit,마음,csat
volunteer,자원하다,csat
fund-raiser, 기금 모금 행사,csat
discipline,훈련시키다,csat
differentiate,구별하다,csat
safely,별로 틀리지 않게,csat
owe ~ to …,~은 … 덕분이다,csat
mass,대량의,csat
short-sighted,근시안적인,csat
ignorant,무지한,csat
be compelled to do, ~해야만 하다,csat
extend,미치다,csat
advent,출현,csat
fair,공정한,csat
protest,항의하다,csat
sacrifice,희생하다,csat
admiration,존경,csat
universal,보편적인,csat
betray,배신하다,csat
disloyal,불충한,csat
tribe,부족,csat
suite,묶음,csat
disapprove of,~을 못마땅하게 여기다,csat
violate,어기다,csat
reinforce,강화하다,csat
on earth, 전혀,csat
presidency,대통령직,csat
committed,열성적인,csat
voter,투표자,csat
strengthen,강화하다,csat
national border,국경,csat
supposed,가상의,csat
underscore,강조하다,csat
minimum wage,최저 임금,csat
justify,정당화하다,csat
upsetting,속상하게 하는,csat
perceive,인식하다,csat
distressing,괴로움을 주는,csat
take on,~을 띠다,csat
distort,왜곡하다,csat
self-defeating,자멸적인,csat
evolution,진화,csat
gradual,점진적인,csat
natural selection,자연 선택,csat
survival of the fittest,적자생존,csat
phenomenon,현상,csat
characterize,특징을 나타내다,csat
punctuate,중단시키다,csat
diversify,다양해지다,csat
lineage,계통,csat
gene-splicing,유전자 접합,csat
wipe out,멸종시키다,csat
macroevolution,대진화,csat
periodic,주기적인,csat
microevolution,소진화,csat
unnoticeable,눈에 띄지 않는,csat
succession,연속,csat
stuck,막힌,csat
get unstuck,빠져나가다,csat
literally,말 그대로,csat
claim,주장하다,csat
cognitive,인지의,csat
observation,관찰,csat
lab(= laboratory),실험,csat
outdoors,야외에서,csat
a dog’s breakfast,쓰레기 더미,csat
astronomer,천문학자,csat
orchestrated,체계적인,csat
coherent,일관적인,csat
unity,통일성,csat
galaxy,은하,csat
cosmos,질서,csat
chaos,혼돈,csat
to the point of,~이라고 할 정도로,csat
totality,전체,csat
intriguing,흥미로운,csat
work out,알아내다,csat
attain,이루다,csat
stable,안정적인,csat
framework,체계,csat
govern,통제하다,csat
be subject to,~에[의] 영향을 받다,csat
make use of,~을 활용하다,csat
accountant,회계사,csat
legal,법률의,csat
in relation to,~과 비교하여,csat
practitioner,종사자,csat
broadcaster,방송사,csat
inhabitant,거주자,csat
linguistically,언어적으로,csat
in terms of,~의 면에서,csat
enrollment rate,등록률,csat
ethnicity,민족 ,csat
compared to,~에 비해,csat
occupational,직업의,csat
physical science,자연 과학,csat
comprise,차지하다,csat
inch,조금씩 움직이다,csat
GDP(= gross domestic product),국내 총생산,csat
status,지위,csat
rank, 차지하다,csat
seal,물개,csat
external,외부의,csat
mobile,기동성 있는,csat
true seal,참물범,csat
rotate,둥글게 움직이다,csat
rear flipper,뒷지느러미발,csat
propel,나아가게 하다,csat
massive,육중한,csat
enormous,거대한,csat
hence,따라서,csat
refer to,~과 관련이 있다,csat
roar,포효,csat
but then,하기야 그래서,csat
expend,소비하다,csat
ashore,뭍으로,csat
deaf,청각 장애가 있는,csat
funding,자금 ,csat
dissatisfied,만족하지 못한,csat
serve as,~으로 근무하다,csat
institution,기관,csat
principal,교장,csat
merchant,상인,csat
pursue,추구하다,csat
childbirth,출산,csat
correspondent,특파원,csat
cover,취재하다,csat
so-called,소위,csat
dialect,방언,csat
set up,조성하다,csat
tension,긴장,csat
rural,시골의,csat
city-bred,도시에서 자란,csat
annually,해마다,csat
correspond to,~과 일치하다,csat
digit, 아라비아 숫자,csat
fundamental, 기초,csat
maximum,최대,csat
along with,~과 함께,csat
arena,경기장,csat
registration,등록,csat
in person,직접,csat
due to,~ 때문에,csat
research assistant,연구 조교,csat
institute,기관,csat
community college,지역 전문 대학,csat
graduate,대학 졸업자,csat
letter of recommendation,추천서,csat
vet hospital,동물 병원,csat
therapeutic,치료의,csat
certified,자격증이 있는,csat
on a first-come-first-served basis,선착순으로,csat
outdoor,야외의,csat
parking lot,주차장,csat
drawing,추첨,csat
disagree,의견이 다르다,csat
take place,일어나다,csat
slavery,노예제,csat
illegal,불법적인,csat
stick to,~을 고수하다,csat
a great deal of,많은,csat
resist,저항하다,csat
selective,선택적인,csat
ignore,무시하다,csat
schema,스키마,csat
back and forth,주고받으며,csat
costume,의상,csat
stroll,거닐다,csat
intently,골똘히,csat
stimulus,자극,csat
unquestioned,의심의 여지가 없는,csat
distinct,뚜렷이 다른,csat
imitate,모방하다,csat
ahistorical,몰역사적인,csat
humanly,인간적으로,csat
disembodied,현실에서 유리된,csat
viewpoint,관점,csat
substitute ~ for …,… 대신에 ~을 쓰다,csat
(all) on one’s own,자력으로,csat
complicated,복잡한,csat
sector,분야,csat
spectator,관객,csat
intermediate,중간의,csat
mysteriously,신비롭게,csat
pity,동정하다,csat
unique,유일한,csat
era,시대,csat
sustainable,지속 가능한,csat
formally,공식적으로,csat
federal,연방의,csat
endangered species,멸종 위기종,csat
critical habitat, 보존 서식지,csat
overall,전반적인,csat
politicize,정치화하다,csat
restriction,제한,csat
watchdog,감시 단체,csat
sue,고소하다,csat
assess,가늠하다,csat
assume,가정하다,csat
nature,본질,csat
quantum physics,양자 물리학,csat
make up,~을 이루다,csat
supposedly,이른바,csat
hard science,자연 과학,csat
inseparable,불가분의,csat
primitive,원시적인,csat
ethnocentric,자기 민족 중심적인,csat
obviously,명백히,csat
unpronounceable,발음하기 너무 힘든,csat
vowel,모음,csat
consonant,자음,csat
utterance,발화,csat
originality,독창성,csat
better off, 더 나은,csat
barrier,장벽,csat
dream up,~을 생각해 내다,csat
venture,벤처 사업,csat
suffer from,~을 겪다,csat
shortage,부족,csat
constrain,제약하다,csat
transporter,운송기,csat
false positive,긍정 오류,csat
turn out,~으로 판명되다,csat
false negative,부정 오류,csat
ultimately,결국,csat
striking,주목할 만한,csat
anthropologist,인류학자,csat
overpopulation,개체 수[인구] 과잉,csat
grain,낟알,csat
by accident,우연히,csat
mixture,혼합물,csat
sink,가라앉다,csat
sift,거르다,csat
set in one’s way,자기 방식이 몸에 밴,csat
grasp,이해하다,csat
practice,수완,csat
monolingual,단일 언어 사용자,csat
complain,불평하다,csat
aptitude,소질,csat
subtly,미묘하게,csat
convention,관습,csat
with all due respect,송구하지만,csat
fool,속이다,csat
misery,불행,csat
nevertheless,그럼에도 ,csat
irritate,짜증 나게 하다,csat
annoy,성가시게 하다,csat
unstated,무언의,csat
victim,희생자,csat
caregiver,돌보는 사람,csat
long-term,장기간의,csat
longevity,장수,csat
multigenerational,다세대의,csat
counteract,대응하다,csat
remedy,치료하다,csat
isolation,고립,csat
untechnical,비전문적인,csat
scheme,기획,csat
shot,숏,csat
removed from,~과 다른[동떨어진],csat
put into practice,~을 실행에 옮기다,csat
alteration,변경,csat
a succession of,일련의,csat
evolve,진화하다,csat
mentality,사고방식,csat
construct,구성하다,csat
compress,압축하다,csat
metaphor,은유,csat
common sense,상식,csat
thickly,걸쭉하게,csat
reflex,반영,csat
puppet,꼭두각시,csat
triumph,승리하다,csat
cunning,교묘한,csat
dwarf,난쟁이,csat
continuous,지속적인,csat
derive from,~에서 유래하다,csat
amused,즐거운,csat
central,가장 중요한,csat
grab,붙들다,csat
agreeable,기분 좋은,csat
as opposed to,~이 아니라,csat
categorize,분류하다,csat
label,일컫다,csat
signal,신호를 보내다,csat
primary,주된,csat
ritual,의식,csat
transformation,전환,csat
adolescence,청소년기,csat
doctor of philosophy,박사,csat
trigger,촉발하다,csat
three-spined stickleback,큰가시고기,csat
courtship dance,구애 춤,csat
genetically programmed,유전적으로 프로그램화된,csat
trauma,정신적 외상,csat
mature,성숙한,csat
tolerant,관용적인,csat
influential,영향력 있는,csat
be exposed to,~을 접하다,csat
capable of,~을 할 수 있는,csat
confront,맞서다,csat
misconception,오해,csat
inefficiently,비효율적으로,csat
primarily,주로,csat
strain,무리하다,csat
legislate,법률을 제정하다,csat
burden,부담,csat
down the line,미래에,csat
counterproductive,역효과를 낳는,csat
get a sense,감지하다,csat
thereby,그렇게 함으로써,csat
random,무작위의,csat
sampling,표본 추출,csat
statistics,통계학,csat
population,모집단,csat
unconsciously,무심결에,csat
at random,무작위로,csat
telephone directory,전화번호부,csat
landline,유선 전화,csat
suspicious,의심하는,csat
spatial,공간의,csat
be indicative of,~을 나타내다,csat
dominant,우월한,csat
relative to,~과 비교하여,csat
display,제시하다,csat
cross-cultural,비교 문화의,csat
common,일반적인,csat
the disadvantaged, 약자들,csat
respective,각각의,csat
situate,두다,csat
gender bias,성 편견,csat
pronounced,두드러진,csat
parallel,유사하다,csat
sticker price,표시 가격,csat
souvenir,기념품,csat
price discrimination,가격 차별,csat
esteem,존경,csat
prestige,명망,csat
decade,10년,csat
accompanying,수반하는,csat
link,연결하다,csat
devote,쏟다,csat
moderate,중간의,csat
give priority to,~을 우선으로 하다,csat
protein,단백질,csat
by the same token,같은 이유로,csat
entertainer,연예인,csat
slam, 쾅 닫다,csat
materialistic,유물론의,csat
frame of mind, 사고방식[기분],csat
offended,화가 난,csat
trace, 밝혀내다,csat
neurological,신경학의,csat
result in, ~하게 하다,csat
doorpost,문설주,csat
rock,흔들리다,csat
lead up to,~까지 이르다,csat
presume,추정하다,csat
intimacy,친밀감,csat
collectivist culture,집단주의 문화,csat
anthropology,인류학,csat
concept,개념,csat
Confucianism,유교,csat
prize,소중히 여기다,csat
processual,과정의,csat
fall short of,~에 미치지 못하다,csat
regain,회복하다,csat
generosity,관용,csat
denial, 부인,csat
be constitutive of,~을 구성하다,csat
in high demand,수요가 많은,csat
quantity,양,csat
tropical,열대의,csat
specialize in,~을 전문으로 하다,csat
make a living,생계를 유지하다,csat
elevation,고도,csat
hillside, 비탈,csat
out of the blue,느닷없이,csat
vacuum,공백,csat
scheme of things,사물의 체계,csat
saying,경구,csat
founding,기초적인,csat
absurd,터무니없는,csat
randomly,무작위로,csat
philosophy,철학,csat
agriculture,농업,csat
avoid,피하다,csat
fixed,고정된,csat
along the same lines,같은 방식으로,csat
cease to do,~이 아니게 되다,csat
absurdity,불합리성,csat
in the space of,~의 기간 내에,csat
set an example of,~의 본보기가 되다,csat
get rid of,~을 없애다,csat
timid,소심한,csat
irregular,불규칙한,csat
tend to do,~하는 경향이 있다,csat
on one’s own,혼자서,csat
polarization,양극화,csat
individually,개별적으로,csat
steer, 향하게 하다,csat
precise,정확한,csat
regulatory,규제의,csat
regard ~ as …,~을 …으로 간주하다,csat
hard core,핵심적인,csat
element,요소,csat
rock-solid,확고부동한,csat
strive for,~을 얻으려고 노력하다,csat
be detached from,~에서 분리되다,csat
participatory,참여의,csat
input,의견,csat
translate into,~으로 이어지다,csat
investigate,조사하다,csat
at hand,당면한,csat
crisis,위기,csat
advertise,짐짓 드러내다,csat
distastefulness,맛이 고약함,csat
coloration, 천연색,csat
renewed,다시 등장하는,csat
prey,먹이,csat
exaggerated,과장된,csat
fertilization,수정,csat
account for,~을 설명하다,csat
nonreproductive,비생식의,csat
subsequently,그 후,csat
coin, 만들어 내다,csat
accord,일치,csat
grossly,크게,csat
scope,범위,csat
reason,이성,csat
metaphysical,형이상학적인,csat
allied,연관된,csat
logical,논리적인,csat
linguistics,언어학,csat
be subjected to,~을 받다,csat
overrate,과대평가하다,csat
outset,처음,csat
acutely,강렬하게,csat
span,기간,csat
proportion,부분,csat
encounter,맞닥뜨리다,csat
turning point,전환점,csat
spouse,배우자,csat
social mobility,사회 이동,csat
ethnic,민족의,csat
be referred to as,~으로 불리다,csat
intergenerational,세대 간의,csat
self-made,자수성가의,csat
be up to,~에 달려 있다,csat
apply oneself,열심히 노력하다,csat
subscribe to,~에 동의하다,csat
dependent on,~에게 의존하고 있는,csat
authorities,당국,csat
classical,고대 그리스·로마의,csat
hold in low esteem,~을 낮게 평가하다,csat
condemn,비난하다,csat
intellectual,지식인,csat
abuse,남용하다,csat
spell,주문,csat
mistrust,불신,csat
separation,분리,csat
divine,신성한,csat
psychologist,심리학자,csat
classify,분류하다,csat
reactor,반응자,csat
unfamiliar,낯선,csat
pop,터뜨리다,csat
violently,격렬하게,csat
continuum,연속선,csat
enthusiastic,열정적인,csat
moderately,적당히,csat
verbally,말로,csat
speech,말,csat
driver,동인,csat
awareness,인식,csat
dullard,둔한 사람,csat
ignorance,무지,csat
founder,창시자,csat
vast,방대한,csat
reflection,반영,csat
confusing,혼란스러운,csat
savings account,예금 계좌,csat
with respect to,~에 관하여,csat
cancel out,~을 상쇄하다,csat
sow, 뿌리다,csat
blossom,개화하다,csat
cynical,부정적인,csat
empathy,공감,csat
welfare,행복,csat
charity,자선 ,csat
violator,위반하는 사람,csat
norm,규범,csat
relative,친척,csat
aggression,공격,csat
unrelated,친족이 아닌,csat
collaborator,공동 연구자,csat
opposing,마주 보는,csat
portion,몫,csat
nasty,못된,csat
desperate,절박한,csat
change blindness,변화맹,csat
automatically,자동으로,csat
unawareness,인식하지 못함,csat
in a flash,순간적으로,csat
eyewitness,목격자,csat
critical,결정적인,csat
attend to,~에 주의를 기울이다,csat
incorrectly,잘못되게,csat
limitation,한계,csat
mislead,오도하다,csat
cross,잡종,csat
well-behaved,얌전한,csat
non-aggressive,공격적이지 않은,csat
all the same,여전히,csat
wander,돌아다니다,csat
escort,호위대,csat
contentedly,만족스럽게,csat
trading company,무역 회사,csat
displeased,불만스러운,csat
be supposed to do,~하기로 되어 있다,csat
shoeshine,구두닦이,csat
polish,닦다,csat
overhear,우연히 듣다,csat
passerby,행인,csat
that’ll do,그만해,csat
hold out,~을 내밀다,csat
fall flat on one’s face,앞으로 넘어지다,csat
struggle,버둥거리다,csat
catch hold of,~을 잡다,csat
honour ~ with …,~에게 …을 수여하다,csat
theft,절도 사건,csat
lose one’s temper,화를 내다,csat
glance,힐끗 보다,csat
stick out of,~에서 삐져나오다,csat
occur,발생하다,csat
impress,깊은 인상을 주다,csat
project,과제,csat
associated with,~과 연관된,csat
correlation,상관관계,csat
doubly,이중으로,csat
inland,내륙의,csat
dairy,낙농의,csat
go over,받아들여지다,csat
temperature,기온,csat
march,당당하게 걷다,csat
illustrator,삽화가,csat
teach oneself,독학하다,csat
tear out,~을 뜯어내다,csat
entertain,즐겁게 해 주다,csat
collage,콜라주,csat
medium,표현 수단,csat
illustration,삽화,csat
diagnose,진단하다,csat
passion,열정,csat
agricultural,농업의,csat
extraordinary,대단한,csat
reliance,의존,csat
be on the lookout for,~을 찾고 있다,csat
intent on,~하려는 일념으로,csat
take a detour,우회하다,csat
folk,사람들,csat
packet,소포,csat
delegation,대표단,csat
stuff,채우다,csat
surgery,수술,csat
on the rise,증가 추세인,csat
infection,감염,csat
be determined to do,~하기로 결심하다,csat
figure out,~을 알아내다,csat
sewage,하수,csat
carbolic acid,석탄산,csat
incidence,발생률,csat
wound,상처,csat
conclude,결론 내리다,csat
controversial,논란이 많은,csat
germ,세균,csat
nationalistic,국가주의적인,csat
sentiment,정서,csat
national identity,국가 정체성,csat
shifting,변경되는,csat
crown,왕위,csat
awakening,자각,csat
constitution,헌법,csat
predominate over,~보다 우위를 차지하다,csat
pioneering,선구적인,csat
liberation,해방,csat
stress,강조하다,csat
dimension,측면,csat
concrete,현실의,csat
moral,도덕적인,csat
evidential,증거적,csat
neutral,얽매이지 않는,csat
antireligious,종교에 반하는,csat
theologian,신학자,csat
contextual,상황적인,csat
integration,통합,csat
caring,배려하는,csat
anticipated,예상되는,csat
on top of that,게다가,csat
exercise book,연습장,csat
waste paper,폐지,csat
roughly,대략,csat
shortfall,부족분,csat
pulp,펄프,csat
take ~ for granted,~을 당연하게 여기다,csat
rare metals,희금속,csat
unaware of,~을 알지 못하는,csat
makeup,구성,csat
Congress, 의회,csat
corporate,기업의,csat
spark,촉발하다,csat
periodic table, 주기율표,csat
command center,지휘 본부,csat
launching,착수,csat
minor metals,비주류 금속,csat
preventive,예방의,csat
compromised,훼손된,csat
flooding,홍수,csat
disappearance,소멸,csat
glacier,빙하,csat
frame,만들어 내다,csat
organic chemistry,유기 화학,csat
compound,화합물,csat
command,차지하다,csat
pregnant,풍요한,csat
bond to,~과 결합하다,csat
unaggressive,유화적인,csat
startling,놀라울 정도의,csat
complexity,복잡성,csat
infrastructure,하부 구조,csat
borax,붕사,csat
mine,채굴하다,csat
laundry-cleaning booster,세탁 촉진제,csat
multipurpose,다목적의,csat
fungicide,곰팡이 제거제,csat
herbicide,제초제,csat
off-white,회색을 띤 백색의,csat
odorless,냄새가 없는,csat
crystal,결정체,csat
cleaning agent,세정제,csat
toxic,독성의,csat
baking soda,베이킹 소다,csat
mold,곰팡이,csat
stubborn,지우기 힘든,csat
stain,얼룩,csat
resort to,~에 의존하다,csat
moon,위성,csat
exploration,탐사,csat
fly-by,플라이바이,csat
mission,우주 비행,csat
orbital tour,궤도 선회,csat
orbit,궤도를 돌다,csat
satellite,위성,csat
magnetic field,자기장,csat
inclined,기울어진,csat
opposite to,~과 반대의,csat
spin,자전,csat
density,밀도,csat
common pool resource,공유 자원,csat
vista,경치,csat
extent,규모,csat
accessibility,이용 가능성,csat
cattle, 소,csat
graze,풀을 뜯다,csat
pastureland,방목지,csat
resident,주민,csat
minimize,최소화하다,csat
eventual,결국의,csat
outsider,외부인,csat
heritage,유산,csat
make-believe,진짜가 아닌,csat
craftsmanship,장인 정신,csat
vanish,사라지다,csat
contribute to,~의 원인이 되다,csat
identity,정체성,csat
disconnected,단절된,csat
front,첨병,csat
staged,연출된,csat
organized,체계적인,csat
competitive,경쟁의,csat
grounded in,~에 기반을 둔,csat
religion,종교,csat
complex,복합의,csat
administrative,관리의,csat
able-bodied,신체 건강한,csat
excellence,탁월함,csat
substandard,수준 이하의,csat
by definition,당연히,csat
perception,인식,csat
giftedness,영재성,csat
disciplined,훈련된,csat
work ethic,근면 정신[의식],csat
all the more,그만큼 더,csat
visible, 보이는,csat
sting,아픔,csat
ingrained,깊이 배어든,csat
authenticity,신뢰성,csat
archive,기록,csat
digitization,디지털화,csat
feed into,~에 영향을 미치다,csat
realm,영역,csat
profit margin,수익,csat
ultimate,궁극적인,csat
solid,견실한,csat
profile, 관심,csat
sequel,속편,csat
maxim,격언,csat
track record,실적,csat
effectiveness,효과,csat
experimenter,실험자,csat
state,말하다,csat
ineffective,비효과적인,csat
session, 활동,csat
counsel,상담하다,csat
adapt,조정하다,csat
motivation,동기,csat
not nearly,결코 ~ 아닌,csat
potent,효과적인,csat
engage with,~을 다루다,csat
be engaged,관여하다,csat
simulate,모의실험하다,csat
intellect,지력,csat
interpersonally,사람과 사람 사이에서,csat
instructor,교사,csat
motivate,동기를 부여하다,csat
accommodation,조절,csat
adequacy,적절성,csat
briefly,간단히 말해서,csat
equilibrium,평형 ,csat
uncomfortable,불편한,csat
optimal,최적의,csat
discouraged,낙담한,csat
whatsoever,전혀,csat
strip ~ of …,~에서 …을 제거하다,csat
nonverbal,비언어적인,csat
misinterpretation,오해,csat
cue,단서,csat
cite,인용하다,csat
validation,확인,csat
prove,증명하다,csat
be taken for granted,당연시되다,csat
excommunication,제명,csat
prophet,예언자,csat
non-discussible,논할 수 없는,csat
correlate,상관관계를 보여 주다,csat
tie,유대 ,csat
integrate,통합하다,csat
residential,주거의,csat
dynamical,역학적인,csat
peer,동료,csat
collective,집단적인,csat
polarized,양극화된,csat
boundary,경계,csat
undertaking,일,csat
orbital,궤도의,csat
connectivity,접속성,csat
unbounded,구애되지 않는,csat
unreliable,믿을 수 없는,csat
the ocean of,수많은,csat
impracticable,실행이  불가능한,csat
comprehend,이해하다,csat
ownership,보유,csat
wearable,웨어러블 기기,csat
age,노후화되다,csat
entrapment,속박감,csat
trap,함정에 빠뜨리다; 함정,csat
wavelength,주파수,csat
feel compelled to do,~해야 한다고 느끼다,csat
unreasonable,불합리한,csat
turn down,~을 거절하다,csat
at the outset,처음부터,csat
related to,~과 관련이 있는,csat
reciprocity,호혜,csat
pay back,~을 갚다,csat
in kind,동일하게,csat
assistance,도움,csat
application,응용,csat
deny,거부하다,csat
likelihood,가능성,csat
establishment,회사,csat
accumulate,축적하다,csat
employ,사용하다,csat
generate,창출하다,csat
maximally,최대한,csat
desirable,가치 있는,csat
legally,합법적으로,csat
have priority over,~보다[에] 우선하다,csat
conception,개념,csat
mudslide,진흙 사태,csat
loosen up,~을 느슨하게 만들다,csat
settlement,합의,csat
New Deal,뉴딜 정책,csat
the Great Depression, 대공황,csat
populist,인민주의의,csat
pandemic,전 세계적인 유행병,csat
radical,급격한,csat
prior to,~ 이전에[의],csat
self-sufficiency,자급자족,csat
attempt,시도; 시도하다,csat
capitalize on,~을 이용[활용]하다,csat
instability,불안정성,csat
accumulation,축적,csat
vicious circle,악순환,csat
self-esteem,자존감,csat
contribution,원인 제공,csat
course of action,행동 방침,csat
tolerate,용인하다,csat
unthinking,경솔한,csat
structural,구조의,csat
substance abuse,약물 남용,csat
short-sightedness,짧은 생각,csat
prescription drug,처방이 필요한 약,csat
specific requirement,특정 요건,csat
well-defined,명확한,csat
dietary supplement,건강 보조 식품,csat
on a regular basis,정기적으로,csat
prevailing,널리 행하여지는,csat
legal action,소송,csat
assurance,확신,csat
loyal,충실한,csat
piece,신문[잡지] 기사,csat
charitable,자선의,csat
orphanage,고아원,csat
close to one’s heart,~에게 소중한,csat
with regard to,~에 관해서,csat
publication,출판,csat
reputation,명성,csat
rest on,~에 달려 있다,csat
correction,정정,csat
grade,점수를 주다,csat
beforehand,미리,csat
chop up,~을 잘게 자르다,csat
clueless,할 줄 모르는,csat
hesitantly,주저하며,csat
swallow one’s pride,자존심을 굽히다,csat
first draft,초고,csat
contrary to,~과는 달리,csat
look over,~을 훑어보다,csat
format,구성 방식,csat
guts,배짱,csat
tech,과학 기술,csat
eat into,~을 잠식하다,csat
pump out,~을 내뿜다,csat
restful,편안한,csat
nod off,잠들다,csat
suffer,더 나빠지다,csat
aimlessly,목적 없이,csat
straightforward,간단한,csat
immovable,변경할 수 없는,csat
setting,설정,csat
definitely,분명히,csat
pack, 무리,csat
primate,영장류,csat
lick,핥다,csat
wave away,손을 흔들어 ~을 쫓다,csat
companion,동료,csat
given that,~이라는 것을 고려하면,csat
impaired,손상된,csat
architectural,건축상의,csat
ramp,경사로,csat
footpath,보도,csat
insecurity,위험,csat
attendant,수반되는,csat
ecosystem,생태계,csat
observer,논평가,csat
unsettling,심란한,csat
conservationist,환경 보호론자,csat
congressional hearing,의회 청문회,csat
partnership,협력 ,csat
rhino,코뿔소,csat
property right,재산권,csat
conservation,보존,csat
lift,해제하다,csat
chemistry,화학,csat
methodology,방법론,csat
well-received,평판이 좋은,csat
council,평의회,csat
the Royal Society,영국 왕립 학회,csat
take an oath,선서하다,csat
stroke,뇌졸중,csat
laboratory,실험실,csat
mechanics,역학,csat
explanation,설명,csat
champion,옹호자,csat
atomism,원자론,csat
religious,종교적인,csat
federal government,연방 정부,csat
discourage,막다,csat
electric vehicle,전기 자동차,csat
drilling,시추,csat
mining,채굴,csat
in need,어려운,csat
dry milk,분유,csat
subject to, ~될 수 있는,csat
cancellation,취소,csat
unemployment,실업,csat
secondary,부수적인,csat
otherwise,그렇지 않으면,csat
persistently,지속적으로,csat
generous,후한,csat
familial,가족의,csat
solidarity,연대,csat
feasting,잔치,csat
reassuring,걱정을 없애 주는,csat
nutritional,영양적인,csat
underestimate,과소평가하다,csat
ancestor,조상,csat
occasion,때,csat
self-reflect,자신을 돌아보다,csat
morality,도덕,csat
behave oneself,바르게 행동하다,csat
regulate,규제하다,csat
prosociality,친사회성,csat
self-diagnosis,자가 진단 ,csat
derive,얻다,csat
second-guess,사후에 비판하다,csat
plant-level data,공장 수준 데이터,csat
in the public interest,공익을 위한,csat
rarely,~하는 적이 거의 없는,csat
sensible,분별 있는,csat
statistical,통계상의,csat
thought experiment,사고 실험,csat
peasant,소작농,csat
conflicting,상충하는,csat
psychological,심리학의,csat
opposed to,~에 반대하는,csat
capital punishment,사형 제도,csat
death penalty,사형 제도,csat
counter-argument,반론,csat
convinced,확신하는,csat
validity,타당성,csat
multiple,다수의,csat
standardize,표준화하다,csat
objectively,객관적으로,csat
precision,정밀,csat
dosage,복용량,csat
investigator,조사관,csat
double back on oneself,왔던 길로 되돌아가다,csat
unpredictable,예측할 수 없는,csat
critically,중요하게도,csat
algorithm,알고리즘,csat
a bunch of,많은,csat
big picture,큰 그림,csat
consist of,~으로 구성되다,csat
colony,군집,csat
nest, 집,csat
backbone,중추,csat
organism,유기체,csat
physically,신체적으로,csat
humanity,인간,csat
internal,내부의,csat
crash,붕괴,csat
ceaseless,끊임없는,csat
self-awareness,자기 인식,csat
reference point,기준점,csat
subjective,주관적인,csat
stock market,주식 시장,csat
extensively,폭넓게,csat
come up with,~을 생각해 내다,csat
preservation,보존,csat
ape,유인원,csat
generation,세대,csat
guild,길드,csat
all-around,다재다능한,csat
repertoire,레퍼토리,csat
parlor song,응접실 노래,csat
musicianship,음악적 재능,csat
division of labor,분업,csat
urbanization,도시화,csat
minimum,최소한의,csat
determination,결의,csat
stand in the way,방해가 되다,csat
get in, 입학 허가를 받다,csat
conditional,조건부의,csat
commendable,칭찬할 만한,csat
scratch,긁힌 상처[자국],csat
bite,물기; 물다,csat
injury,상해,csat
loudly,큰 소리로,csat
charming,매력적인,csat
dying to do,몹시 ~하고 싶은,csat
gentle,부드러운,csat
be assured of,~에 대해 확신을 갖다,csat
company,함께 있음,csat
reaffirm,재확인하다,csat
context,환경,csat
additionally,게다가,csat
opponent, 상대,csat
pregame,경기 전의,csat
warm-up,준비 운동,csat
line up,줄을 서다,csat
cooperation,협력,csat
enforcement,시행,csat
side dish,곁가지 요리,csat
rub,문지르다,csat
delicacy,별미,csat
temptation,유혹,csat
pass up,~을 포기하다,csat
fall into place,제자리를 찾다,csat
notorious,악명이 높은,csat
align,조정[조절]하다,csat
calendar,일정표,csat
attendee,참석자,csat
requisite,필요한,csat
confer with,~과 협의하다,csat
consciousness,의식,csat
merit,~할 가치가 있다,csat
legitimate,정당한,csat
relate,언급하다,csat
neurobiologist,신경생리학자,csat
note,말하다,csat
in this day and age,요즘 같은 시대에,csat
realization,깨달음,csat
school supplies,학용품,csat
lunch counter,간이식당,csat
place an order,주문하다,csat
sit-in,연좌 농성,csat
picket,피켓 시위를 하다,csat
in support of,~을 지지하여,csat
veery,개똥지빠귀의 일종,csat
faintly,희미하게,csat
delicate,가냘픈,csat
incubate, 품다,csat
rear,기르다,csat
hatch,부화하다,csat
migrate,이동하다,csat
the military,군인,csat
express,표현하다,csat
at least,적어도,csat
fundraising,모금,csat
category,부문,csat
guideline,지침,csat
up to,~까지,csat
post,게재하다,csat
newsletter,소식지,csat
associate ~ with …,…과 ~을 연관 짓다,csat
inherit from,~에서 물려받다,csat
coupled with,~과 결합하여,csat
inclination,성향,csat
make for,~에 도움이 되다,csat
